accession,tax_selection,group,taxon_name,taxon_id,assembly_level,category,gs,k_gs,bb,k1_bb,hapaxes,entropy,genome_size,acgt_bases,gc_content,annotated_genes,protein_coding_genes,non_coding_genes
GCF_003332325.1,Bacteria,bacteria,[Mycoplasma] phocae,142651,Complete Genome,representative genome,0.074404751,8,0.253156934,19,95.966156676,0.303315935,814478,814478,27.0,666,621,43
GCF_004135975.1,Bacteria,bacteria,Solidesulfovibrio carbinolicus,296842,Complete Genome,representative genome,0.276846806,10,0.145430999,22,98.617731579,0.508822656,4688868,4688868,64.5,4215,4108,72
GCF_016925655.1,Bacteria,bacteria,Tsuneonella flava,2055955,Complete Genome,representative genome,0.2980203,9,0.125889161,21,98.963426387,0.330485365,3284110,3284110,60.5,3074,2978,53
GCF_029677705.1,Bacteria,bacteria,Mycoplasma feriruminatoris,1179777,Complete Genome,representative genome,0.148027544,9,0.105227193,19,99.032429778,0.42202434,1020119,1020119,24.0,857,816,39
GCF_016772315.1,Bacteria,bacteria,Thiothrix subterranea,2735563,Complete Genome,representative genome,0.529559994,8,0.202569826,21,97.285010278,0.106030681,4077558,4077558,51.0,4040,3922,62
GCF_012317585.1,Bacteria,bacteria,Thermosulfurimonas marina,2047767,Complete Genome,representative genome,0.427368153,9,0.17224136,20,98.31094838,0.454611977,1763258,1763258,59.0,1844,1782,54
GCF_002216815.1,Bacteria,bacteria,Candidatus Liberibacter asiaticus,34021,Complete Genome,representative genome,0.084917106,9,0.166121998,20,97.591138341,0.562588905,1225162,1225162,36.5,1114,1035,56
GCF_000317495.1,Bacteria,bacteria,Crinalium epipsammum PCC 9333,1173022,Complete Genome,representative genome,0.211353282,10,0.235128162,22,96.210040251,0.52108452,5620407,5620407,40.0,5090,4873,58
GCF_024205965.1,Bacteria,bacteria,Macrococcus epidermidis,1902580,Complete Genome,representative genome,0.110387006,10,0.15962359,21,98.406481622,0.65927318,2480757,2480757,34.0,2659,2554,77
GCF_011068345.1,Bacteria,bacteria,Atlantibacter hermannii,565,Complete Genome,representative genome,0.422277191,9,0.141973629,22,98.830998773,0.274389638,4483592,4483592,54.0,4237,4079,116
GCF_902729405.1,Bacteria,bacteria,Acididesulfobacillus acetoxydans,1561005,Complete Genome,representative genome,0.297031182,9,0.262347157,22,95.620817114,0.274174349,4520225,4520225,53.5,4030,3859,65
GCF_002568625.1,Bacteria,bacteria,Nocardia terpenica,455432,Complete Genome,representative genome,0.230951802,10,0.134689973,23,98.737118763,0.348674761,8918539,8918539,68.5,8092,7924,67
GCF_024734405.1,Bacteria,bacteria,Saccharopolyspora gregorii,33914,Complete Genome,representative genome,0.278425124,10,0.119650229,22,99.079834039,0.325109004,6344421,6344421,72.5,5601,5498,66
GCF_004684245.1,Bacteria,bacteria,Thermus caldilimi,2483360,Complete Genome,representative genome,0.374507977,9,0.22451215,21,97.612311293,0.342234556,2447659,2447659,65.0,2640,2447,56
GCF_001263175.1,Bacteria,bacteria,Vulgatibacter incomptus,1391653,Complete Genome,representative genome,0.269327858,10,0.167422475,22,97.661872157,0.457703168,4350553,4350553,69.0,3689,3596,62
GCF_002804025.1,Bacteria,bacteria,Mesoplasma tabanidae,219745,Complete Genome,representative genome,0.122614256,8,0.226565213,19,97.056989826,0.281986829,846907,846907,27.0,776,737,38
GCF_022811525.1,Bacteria,bacteria,Orrella daihaiensis,2782176,Complete Genome,representative genome,0.357323202,8,0.129526177,21,98.777136551,0.140986009,2803849,2803849,53.0,2597,2523,52
GCF_010731815.2,Bacteria,bacteria,Mycolicibacterium arabiense,1286181,Complete Genome,representative genome,0.275913247,10,0.136668815,22,98.215035856,0.390232875,6451210,6451210,68.5,6150,5990,55
GCF_000145235.1,Bacteria,bacteria,Micromonospora aurantiaca ATCC 27029,644283,Complete Genome,representative genome,0.249117738,10,0.138283658,22,98.513878726,0.321136486,7025559,7025559,73.0,6375,6249,64
GCF_001941465.1,Bacteria,bacteria,Corynebacterium flavescens,28028,Complete Genome,representative genome,0.195261563,9,0.293478738,21,94.139561152,0.377404509,2758653,2758653,60.0,2541,2427,70
GCF_001509405.1,Bacteria,bacteria,Aeromicrobium erythreum,2041,Complete Genome,representative genome,0.298781001,10,0.15617536,21,98.667343764,0.412138018,3629239,3629239,72.0,3484,3418,56
GCF_000165715.2,Bacteria,bacteria,Rubinisphaera brasiliensis DSM 5305,756272,Complete Genome,representative genome,0.378472478,9,0.163579036,22,98.500943965,0.223648362,6006602,6006602,56.5,4686,4599,54
GCF_000316515.1,Bacteria,bacteria,Cyanobium gracile PCC 6307,292564,Complete Genome,representative genome,0.235833209,9,0.155938177,21,98.111085547,0.289893332,3342364,3342364,68.5,3414,3313,54
GCF_000178955.2,Bacteria,bacteria,Granulicella mallensis MP5ACTX8,682795,Complete Genome,representative genome,0.234637501,9,0.144129926,22,98.818607611,0.219714842,6237577,6237577,58.0,4811,4744,54
GCF_000024925.1,Bacteria,bacteria,Sanguibacter keddieii DSM 10542,446469,Complete Genome,representative genome,0.299716687,10,0.095997797,22,99.158742011,0.390332606,4253413,4253413,72.0,3784,3693,66
GCF_017488845.2,Bacteria,bacteria,Ensifer canadensis,555315,Complete Genome,representative genome,0.322080533,10,0.17789094,22,97.924388601,0.422004568,8094229,8094229,61.0,7703,7313,80
GCF_002080475.1,Bacteria,bacteria,Clostridium formicaceticum,1497,Complete Genome,representative genome,0.158493568,10,0.264523048,22,95.671993001,0.543653205,4586728,4586728,35.5,4354,4134,172
GCF_947250015.1,Bacteria,bacteria,Wolbachia endosymbiont (group A) of Acrocera orbiculus,2953971,Complete Genome,representative genome,0.166286593,9,0.507923436,20,84.464644916,0.508140321,1383045,1383045,35.5,1369,1243,41
GCF_000756715.1,Bacteria,bacteria,Jeotgalicoccus saudimassiliensis,1461582,Complete Genome,representative genome,0.284231806,9,0.12984217,21,98.812711572,0.428430278,2191063,2191063,42.5,2225,2140,68
GCF_000009365.1,Bacteria,bacteria,Alcanivorax borkumensis SK2,393595,Complete Genome,representative genome,0.281256154,8,0.089203547,21,99.246087172,0.12960057,3120143,3120143,54.5,2829,2758,55
GCF_018286635.1,Bacteria,bacteria,Sphingobium phenoxybenzoativorans,1592790,Complete Genome,representative genome,0.302727507,10,0.221743806,22,97.338351623,0.521258769,4828758,4828758,62.5,4760,4638,55
GCF_016728665.1,Bacteria,bacteria,Corynebacterium propinquum,43769,Complete Genome,representative genome,0.272138084,9,0.121223994,21,98.789326428,0.405136394,2480127,2480127,56.5,2229,2121,58
GCF_000828895.1,Bacteria,bacteria,Serpentinimonas raichei,1458425,Complete Genome,representative genome,0.315349044,9,0.165592255,21,98.192012732,0.339715624,2574013,2573998,66.0,2417,2331,54
GCF_003627135.1,Bacteria,bacteria,Streptococcus koreensis,2382163,Complete Genome,representative genome,0.220548266,9,0.236682577,20,97.380345525,0.455100917,2009598,2009598,42.0,1936,1833,76
GCF_019623905.1,Bacteria,bacteria,Neotabrizicola shimadae,2807096,Complete Genome,representative genome,0.278503153,10,0.071512922,22,99.580816456,0.489068737,4392453,4392453,66.5,4247,4164,57
GCF_002355435.1,Bacteria,bacteria,Mucilaginibacter gotjawali,1550579,Complete Genome,representative genome,0.354421908,9,0.113719836,22,98.969872677,0.21588772,6343898,6343898,43.0,5583,5482,59
GCF_012570535.1,Bacteria,bacteria,Enterobacteriaceae endosymbiont of Donacia semicuprea,2675783,Chromosome,representative genome,0.047877399,3,0.120236668,18,98.885990865,0.001301714,464487,462672,19.5,451,400,38
GCF_000016745.1,Bacteria,bacteria,Geotalea uraniireducens Rf4,351605,Complete Genome,representative genome,0.344174027,9,0.284899212,22,95.635805475,0.251365368,5136364,5136364,54.0,4577,4470,61
GCF_023078455.1,Bacteria,bacteria,Luteibacter aegosomatis,2911537,Complete Genome,representative genome,0.277075264,10,0.128290635,22,99.152906263,0.478943295,4757936,4757936,66.5,4245,4156,63
GCF_018064205.1,Bacteria,bacteria,Comamonas aquatica,225991,Complete Genome,representative genome,0.304968237,10,0.239087871,21,96.492058153,0.531812878,3969186,3969186,64.5,3745,3537,129
GCF_013394205.1,Bacteria,bacteria,Neptunomonas phycophila,1572645,Chromosome,representative genome,0.218833264,9,0.151139996,21,98.307716837,0.29772646,3976465,3976365,45.5,3659,3559,87
GCF_009856605.1,Bacteria,bacteria,Trichormus variabilis 0441,375899,Complete Genome,representative genome,0.225773398,10,0.218545761,22,97.529080869,0.471853939,7096012,7096012,41.5,5971,5820,63
GCF_002356735.1,Bacteria,bacteria,Rickettsia japonica,35790,Chromosome,representative genome,0.100110316,9,0.13910101,20,98.77772957,0.514477221,1283910,1276943,32.5,1465,1333,40
GCF_023078495.1,Bacteria,bacteria,Luteibacter aegosomatissinici,2911539,Complete Genome,representative genome,0.256989064,10,0.123266254,22,99.15514413,0.500065346,4994364,4994364,64.5,4472,4386,60
GCF_015482585.1,Bacteria,bacteria,Mangrovibacillus cuniculi,2593652,Complete Genome,representative genome,0.14755363,10,0.289516217,21,96.232892134,0.652042073,3153416,3153416,38.5,3226,3060,121
GCF_001644565.1,Bacteria,bacteria,Deinococcus puniceus,1182568,Complete Genome,representative genome,0.272227408,9,0.144503962,21,98.596617319,0.343644532,2971983,2971983,62.5,2789,2724,59
GCF_000025705.1,Bacteria,bacteria,Sideroxydans lithotrophicus ES-1,580332,Complete Genome,representative genome,0.349985873,9,0.067151633,21,99.650856379,0.353982453,3003656,3003656,57.5,3018,2953,55
GCF_007362775.1,Bacteria,bacteria,Microlunatus elymi,2596828,Complete Genome,representative genome,0.319622679,10,0.183785354,22,97.805327022,0.436357035,5121194,5121194,67.0,4729,4604,53
GCF_002157855.1,Bacteria,bacteria,Sutcliffiella horikoshii,79883,Complete Genome,representative genome,0.16484191,10,0.233802735,22,97.21446795,0.605294381,4295882,4295882,40.5,4349,4213,102
GCF_024346585.1,Bacteria,bacteria,Streptococcus toyakuensis,2819619,Complete Genome,representative genome,0.197483973,9,0.232200712,20,97.000053041,0.443039386,2055023,2055023,40.0,2046,1910,76
GCF_027111275.1,Bacteria,bacteria,Flavobacterium luteolum,3003259,Complete Genome,representative genome,0.166895662,10,0.152177363,22,98.722170389,0.497277888,5356995,5356995,34.0,4534,4435,85
GCF_024734075.1,Bacteria,bacteria,Gordonia mangrovi,2665643,Complete Genome,representative genome,0.272272516,10,0.117069675,22,98.968950096,0.441131658,5388218,5388218,67.0,4887,4771,58
GCF_004348195.1,Bacteria,bacteria,Komagataeibacter saccharivorans,265959,Complete Genome,representative genome,0.32828774,9,0.202243978,21,96.968538517,0.298904622,3727857,3727857,61.5,3464,3300,76
GCF_001941385.1,Bacteria,bacteria,Thermosipho melanesiensis,46541,Complete Genome,representative genome,0.135560913,9,0.185428794,20,97.896700506,0.40953553,1915344,1915344,31.5,2014,1938,63
GCF_000024385.1,Bacteria,bacteria,Thermomonospora curvata DSM 43183,471852,Complete Genome,representative genome,0.214890944,10,0.128972217,22,98.876927538,0.391789175,5639016,5639016,71.5,4996,4885,76
GCF_002257545.1,Bacteria,bacteria,Vibrio qinghaiensis,2025808,Complete Genome,representative genome,0.281284143,9,0.407328785,21,92.814045749,0.297821527,4017713,4017713,44.5,3612,3382,140
GCF_947250575.1,Bacteria,bacteria,Wolbachia endosymbiont (group B) of Episyrphus balteatus,2954009,Complete Genome,representative genome,0.11613138,9,0.283202523,20,93.887620706,0.503284753,1402288,1402288,34.0,1341,1221,42
GCF_003568825.1,Bacteria,bacteria,Pseudoalteromonas tunicata,314281,Complete Genome,representative genome,0.23622233,10,0.233893276,22,96.81260921,0.553352099,4967522,4967522,40.0,4359,4178,147
GCF_014863585.1,Bacteria,bacteria,Pseudomonas gozinkensis,2774461,Complete Genome,representative genome,0.361455092,10,0.16152227,22,98.527600726,0.464567694,6563527,6563527,60.5,5906,5760,96
GCF_000152825.2,Bacteria,bacteria,Parvularcula bermudensis HTCC2503,314260,Complete Genome,representative genome,0.266821002,9,0.101369134,21,99.428069026,0.356543814,2902643,2902643,60.5,2698,2635,50
GCF_004011095.1,Bacteria,bacteria,Rathayibacter rathayi,33887,Complete Genome,representative genome,0.232492338,9,0.170570938,21,97.790917655,0.292085036,3103889,3103889,69.5,3024,2908,55
GCF_000020145.1,Bacteria,bacteria,Elusimicrobium minutum Pei191,445932,Complete Genome,representative genome,0.332683499,9,0.137352428,20,98.664408941,0.477445168,1643562,1643562,40.0,1588,1520,49
GCF_024666385.1,Bacteria,bacteria,Streptomyces yangpuensis,1648182,Complete Genome,representative genome,0.215750588,10,0.145450233,22,98.639067813,0.31649113,8092115,8092115,72.0,7314,7082,97
GCF_000384965.1,Bacteria,bacteria,Bartonella bovis 91-4,1094491,Chromosome,representative genome,0.168578344,9,0.304784968,20,94.265982804,0.491044753,1624667,1622858,37.5,1431,1339,53
GCF_014217765.1,Bacteria,bacteria,Rhodococcus triatomae,300028,Complete Genome,representative genome,0.269022769,10,0.156808825,22,98.288011179,0.438074135,4776162,4776162,68.5,4485,4369,61
GCF_000144695.1,Bacteria,bacteria,Acetohalobium arabaticum DSM 5501,574087,Complete Genome,representative genome,0.215935059,9,0.267673563,21,95.478009181,0.382792006,2469596,2469596,36.5,2427,2318,86
GCF_007971025.1,Bacteria,bacteria,Mucilaginibacter ginsenosidivorans,398053,Complete Genome,representative genome,0.360857675,9,0.097304813,22,99.102994837,0.243083728,5352833,5352833,45.5,4920,4852,55
GCF_028421465.1,Bacteria,bacteria,Streptomyces xanthophaeus,67385,Complete Genome,representative genome,0.222875847,10,0.150077908,23,98.35649042,0.305378589,8595635,8595635,72.0,7846,7587,98
GCF_000265425.1,Bacteria,bacteria,Terriglobus roseus DSM 18391,926566,Complete Genome,representative genome,0.259985818,10,0.387255488,22,81.781031046,0.529929654,5227858,5227858,60.5,4316,4232,62
GCF_000757795.1,Bacteria,bacteria,Methylobacterium oryzae CBMB20,693986,Complete Genome,representative genome,0.235754916,10,0.159844543,22,98.331991312,0.396312677,6286629,6286617,70.0,5838,5659,75
GCF_009930795.1,Bacteria,bacteria,Marisediminicola antarctica,674079,Complete Genome,representative genome,0.235062874,9,0.198296844,21,97.420589706,0.294071378,3352609,3352609,67.0,3143,3053,55
GCF_007751715.1,Bacteria,bacteria,Rosistilla oblonga,2527990,Complete Genome,representative genome,0.397432015,9,0.193106456,22,98.021126848,0.195849304,7250512,7250512,58.0,5139,5067,52
GCF_000067165.1,Bacteria,bacteria,Sorangium cellulosum So ce56,448385,Complete Genome,representative genome,0.229978731,10,0.174865788,23,97.7937672,0.259458743,13033779,13033779,71.5,9702,9571,80
GCF_016894325.1,Bacteria,bacteria,Glutamicibacter protophormiae,37930,Complete Genome,representative genome,0.246120531,9,0.204912753,21,97.400848683,0.290160227,3933924,3933924,64.0,3686,3554,88
GCF_002381345.1,Bacteria,bacteria,Candidatus Enterovibrio luxaltus,1927128,Chromosome,representative genome,0.134319424,10,0.213847806,21,97.010277724,0.704915853,2143556,2143356,37.5,2019,1371,45
GCF_020990565.1,Bacteria,bacteria,Xylella taiwanensis,1444770,Complete Genome,representative genome,0.295712908,8,0.261308968,21,95.406725859,0.137814278,2857370,2857370,53.0,2455,2317,59
GCF_024918935.1,Bacteria,bacteria,Polaribacter undariae,1574269,Complete Genome,representative genome,0.143588076,10,0.153637219,22,98.359924072,0.494359694,4418414,4418414,30.5,3654,3569,70
GCF_014109845.1,Bacteria,bacteria,Stenotrophomonas acidaminiphila,128780,Complete Genome,representative genome,0.286546013,10,0.163300869,21,97.87333842,0.468407907,3848207,3848207,69.0,3487,3350,74
GCF_000024545.1,Bacteria,bacteria,Stackebrandtia nassauensis DSM 44728,446470,Complete Genome,representative genome,0.273223556,10,0.079673904,22,99.558885542,0.389676353,6841557,6841557,68.0,6516,6418,55
GCF_000341345.1,Bacteria,bacteria,Corynebacterium halotolerans YIM 70093 = DSM 44683,1121362,Complete Genome,representative genome,0.257266825,9,0.111711614,21,98.841068852,0.293198396,3222008,3222002,68.5,2962,2860,67
GCF_013170725.1,Bacteria,bacteria,Mesorhizobium erdmanii,1777866,Complete Genome,representative genome,0.328886691,10,0.133314711,22,98.781571886,0.446203429,6602217,6602217,63.0,6361,6172,63
GCF_001682385.1,Bacteria,bacteria,Azoarcus olearius,418699,Complete Genome,representative genome,0.276485172,10,0.119733064,22,98.958180303,0.469816953,4451751,4451751,68.0,4121,4040,70
GCF_000019845.1,Bacteria,bacteria,Beijerinckia indica subsp. indica ATCC 9039,395963,Complete Genome,representative genome,0.367802704,9,0.118105043,22,98.967060031,0.277157087,4418616,4418616,57.0,3958,3788,63
GCF_027920505.1,Bacteria,bacteria,Chryseobacterium gambrini,373672,Complete Genome,representative genome,0.231920628,10,0.186876877,22,97.619030728,0.532380316,4510621,4510621,36.0,4162,4025,111
GCF_001617625.1,Bacteria,bacteria,Microbulbifer thermotolerans,252514,Complete Genome,representative genome,0.271228127,9,0.19825778,21,97.719668645,0.302353465,3938396,3938396,56.5,3322,3234,61
GCF_022059885.1,Bacteria,bacteria,Gordonia amicalis,89053,Complete Genome,representative genome,0.283058248,10,0.193378993,22,97.553346969,0.439796634,5158374,5158374,67.5,4713,4448,59
GCF_900169565.1,Bacteria,bacteria,Nitrospira japonica,1325564,Complete Genome,representative genome,0.249010786,9,0.08574635,21,99.425454784,0.292724139,4084817,4084817,59.0,3748,3686,51
GCF_002290025.1,Bacteria,bacteria,Enterococcus thailandicus,417368,Complete Genome,representative genome,0.159234709,9,0.170889728,21,98.021147066,0.378311438,2646250,2646250,37.0,2504,2403,87
GCF_000227685.2,Bacteria,bacteria,Thioalkalivibrio paradoxus ARh 1,713585,Complete Genome,representative genome,0.228991119,9,0.221381388,21,97.650575983,0.279830439,3756729,3756729,66.5,3535,3389,53
GCF_000020365.1,Bacteria,bacteria,Desulforapulum autotrophicum HRM2,177437,Complete Genome,representative genome,0.531949667,8,0.267803558,22,95.789219724,0.082307226,5657782,5657782,49.0,4961,4857,74
